sample_id,image_path,overlay_path,prompt,relation,object_a,object_b,checker_verdict_raw,conf,run_id,run_path,method
sd14_gligen_v1_000080_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000080_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000080_seed0001.png,A photo of a clock to the left of a bicycle.,left_of,clock,bicycle,PASS,0.9660,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000048_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000048_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000048_seed0000.png,A photo of a tv to the left of a teddy bear.,left_of,tv,teddy bear,PASS,0.9921,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000100_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000100_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000100_seed0002.png,A photo of a apple to the left of a horse.,left_of,apple,horse,PASS,0.9945,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000012_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000012_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000012_seed0001.png,A photo of a bear to the left of a chair.,left_of,bear,chair,PASS,0.9954,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000112_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000112_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000112_seed0001.png,A photo of a vase to the left of a cat.,left_of,vase,cat,PASS,0.9902,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000192_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000192_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000192_seed0003.png,A photo of a apple to the left of a chair.,left_of,apple,chair,PASS,0.9903,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000196_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000196_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000196_seed0002.png,A photo of a bottle to the left of a pizza.,left_of,bottle,pizza,PASS,0.9892,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000097_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000097_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000097_seed0002.png,A photo of a tv to the right of a potted plant.,right_of,tv,potted plant,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000037_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000037_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000037_seed0001.png,A photo of a horse to the right of a dog.,right_of,horse,dog,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000053_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000053_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000053_seed0000.png,A photo of a bear to the right of a teddy bear.,right_of,bear,teddy bear,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000105_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000105_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000105_seed0000.png,A photo of a bear to the right of a elephant.,right_of,bear,elephant,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000145_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000145_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000145_seed0000.png,A photo of a truck to the right of a laptop.,right_of,truck,laptop,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000037_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000037_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000037_seed0002.png,A photo of a horse to the right of a dog.,right_of,horse,dog,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000053_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000053_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000053_seed0001.png,A photo of a bear to the right of a teddy bear.,right_of,bear,teddy bear,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000029_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000029_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000029_seed0001.png,A photo of a bus to the right of a laptop.,right_of,bus,laptop,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000165_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000165_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000165_seed0002.png,A photo of a potted plant to the right of a vase.,right_of,potted plant,vase,PASS,0.0935,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000077_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000077_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000077_seed0003.png,A photo of a clock to the right of a cat.,right_of,clock,cat,PASS,0.9855,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000041_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000041_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000041_seed0000.png,A photo of a clock to the right of a dog.,right_of,clock,dog,PASS,0.9820,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000165_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000165_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000165_seed0000.png,A photo of a potted plant to the right of a vase.,right_of,potted plant,vase,PASS,0.9901,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000149_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000149_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000149_seed0002.png,A photo of a dog to the right of a chair.,right_of,dog,chair,PASS,0.9951,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000081_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000081_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000081_seed0001.png,A photo of a bicycle to the right of a clock.,right_of,bicycle,clock,PASS,0.9800,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000045_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000045_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000045_seed0003.png,A photo of a fire hydrant to the right of a cat.,right_of,fire hydrant,cat,PASS,0.9291,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000045_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000045_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000045_seed0002.png,A photo of a fire hydrant to the right of a cat.,right_of,fire hydrant,cat,PASS,0.9969,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000130_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000130_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000130_seed0001.png,A photo of a fire hydrant above a couch.,above,fire hydrant,couch,PASS,0.7815,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000134_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000134_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000134_seed0000.png,A photo of a cow above a apple.,above,cow,apple,PASS,0.9640,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000002_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000002_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000002_seed0002.png,A photo of a cake above a bed.,above,cake,bed,PASS,0.7750,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000118_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000118_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000118_seed0001.png,A photo of a stop sign above a teddy bear.,above,stop sign,teddy bear,PASS,0.9872,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000070_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000070_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000070_seed0003.png,A photo of a motorcycle above a cat.,above,motorcycle,cat,PASS,0.9969,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000010_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000010_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000010_seed0002.png,A photo of a cat above a chair.,above,cat,chair,PASS,0.9908,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000186_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000186_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000186_seed0002.png,A photo of a tv above a cow.,above,tv,cow,PASS,0.9910,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000158_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000158_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000158_seed0000.png,A photo of a bus above a dog.,above,bus,dog,PASS,0.9950,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000046_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000046_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000046_seed0003.png,A photo of a cat above a fire hydrant.,above,cat,fire hydrant,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000170_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000170_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000170_seed0001.png,A photo of a dog above a zebra.,above,dog,zebra,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000066_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000066_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000066_seed0003.png,A photo of a bear above a couch.,above,bear,couch,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000194_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000194_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000194_seed0001.png,A photo of a apple above a chair.,above,apple,chair,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000138_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000138_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000138_seed0003.png,A photo of a bed above a giraffe.,above,bed,giraffe,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000038_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000038_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000038_seed0003.png,A photo of a dog above a horse.,above,dog,horse,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000026_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000026_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000026_seed0001.png,A photo of a bear above a potted plant.,above,bear,potted plant,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000030_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000030_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000030_seed0001.png,A photo of a laptop above a bus.,above,laptop,bus,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000147_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000147_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000147_seed0003.png,A photo of a truck below a laptop.,below,truck,laptop,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000147_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000147_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000147_seed0002.png,A photo of a truck below a laptop.,below,truck,laptop,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000031_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000031_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000031_seed0002.png,A photo of a bus below a laptop.,below,bus,laptop,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000035_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000035_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000035_seed0001.png,A photo of a bird below a airplane.,below,bird,airplane,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000171_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000171_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000171_seed0000.png,A photo of a zebra below a dog.,below,zebra,dog,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000163_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000163_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000163_seed0003.png,A photo of a bicycle below a banana.,below,bicycle,banana,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000187_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000187_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000187_seed0003.png,A photo of a cow below a tv.,below,cow,tv,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000163_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000163_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000163_seed0000.png,A photo of a bicycle below a banana.,below,bicycle,banana,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000003_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000003_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000003_seed0001.png,A photo of a bed below a cake.,below,bed,cake,PASS,0.5319,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000155_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000155_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000155_seed0002.png,A photo of a cat below a boat.,below,cat,boat,PASS,0.8932,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000179_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000179_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000179_seed0000.png,A photo of a car below a elephant.,below,car,elephant,PASS,0.9957,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000179_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000179_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000179_seed0003.png,A photo of a car below a elephant.,below,car,elephant,PASS,0.9963,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000127_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000127_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000127_seed0001.png,A photo of a bird below a chair.,below,bird,chair,PASS,0.9885,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000079_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000079_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000079_seed0003.png,A photo of a clock below a cat.,below,clock,cat,PASS,0.8241,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000139_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000139_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000139_seed0001.png,A photo of a giraffe below a bed.,below,giraffe,bed,PASS,0.9881,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000007_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000007_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000007_seed0000.png,A photo of a dog below a giraffe.,below,dog,giraffe,PASS,0.9946,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000021_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000021_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000021_seed0001.png,A photo of a dog to the right of a bear.,right_of,dog,bear,FAIL,0.9287,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000033_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000033_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000033_seed0001.png,A photo of a bird to the right of a airplane.,right_of,bird,airplane,FAIL,0.9895,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000054_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000054_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000054_seed0001.png,A photo of a teddy bear above a bear.,above,teddy bear,bear,FAIL,0.9070,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
